,contig,eveSites,eveTEoverlap,length,teSites,teProp,eveTEProp
1896,001896F,0,0,529090,310327,0.5865297019410687,
944,000944F,0,0,982045,538498,0.5483435076804016,
1787,001787F,0,0,36738,19296,0.5252327290543851,
96,000096F,0,0,3250863,1749019,0.5380168281468644,
218,000218F,0,0,2542030,1274520,0.501378819290095,
1135,001135F,854,730,1072008,632051,0.5895954134670637,0.8548009367681498
2849,002849F,0,0,148195,77477,0.5228044131043558,
2001,002001F,0,0,467536,233795,0.50005774956367,
2074,002074F,0,0,82397,46666,0.5663555711979805,
666,000666F,0,0,18593,9257,0.49787554455978056,
2685,002685F,0,0,126171,69013,0.5469798923682938,
1114,001114F,0,0,18729,11840,0.63217470233328,
1908,001908F,0,0,518614,229946,0.4433856394158276,
1222,001222F,0,0,33551,22499,0.6705910405054991,
60,000060F,0,0,3500444,1882901,0.53790347738744,
2573,002573F,0,0,237360,124345,0.5238667003707449,
3342,003342F,0,0,40631,10573,0.2602200290418646,
2155,002155F,0,0,17822,12652,0.7099091011109864,
1197,001197F,0,0,973726,465778,0.4783460644986372,
2958,002958F,0,0,511,501,0.9804305283757339,
2947,002947F,0,0,26933,15188,0.5639178702706716,
905,000905F,0,0,23095,11014,0.476899761853215,
3153,003153F,0,0,74729,32073,0.42919080945817556,
1525,001525F,0,0,335033,179272,0.5350875883868156,
1552,001552F,0,0,21034,9869,0.4691927355709803,
3491,003491F,0,0,29084,14507,0.4987965891899326,
717,000717F,0,0,22418,11849,0.5285484878222857,
2026,002026F,0,0,118508,53863,0.45450940020926855,
1282,001282F,0,0,54771,30795,0.5622500958536452,
840,000840F,0,0,1312954,727346,0.5539767577538893,
503,000503F,0,0,286180,156112,0.5455028303864701,
2201,002201F,0,0,372233,211107,0.5671367127578694,
1510,001510F,0,0,757884,401132,0.5292788870064549,
955,000955F,0,0,80774,42813,0.5300344170153762,
54,000054F,0,0,23427,18455,0.7877662526145046,
2416,002416F,0,0,290567,176566,0.6076601954110412,
1169,001169F,0,0,994190,475944,0.4787253945422907,
1726,001726F,0,0,617112,356571,0.5778059736320149,
1594,001594F,0,0,213626,131132,0.6138391394305936,
1994,001994F,0,0,24615,20234,0.8220190940483445,
2065,002065F,0,0,442656,235332,0.5316363044892648,
1252,001252F,1961,1314,937146,411120,0.4386936507225128,0.6700662927078022
1406,001406F,0,0,351681,196983,0.560118402757044,
2401,002401F,0,0,300836,170868,0.5679772367668763,
555,000555F,0,0,1680257,941583,0.5603803465779342,
3376,003376F,0,0,36741,18824,0.5123431588688386,
261,000261F,0,0,2388716,1259630,0.5273251403682983,
2650,002650F,0,0,36900,17912,0.485420054200542,
2699,002699F,0,0,194123,97229,0.5008628549939986,
933,000933F,13939,3099,1214516,663724,0.5464925945808865,0.2223258483391922
1383,001383F,0,0,20631,12844,0.6225582860743542,
1428,001428F,0,0,204580,118148,0.5775149085932154,
851,000851F,0,0,23447,8574,0.3656757794174095,
97,000097F,0,0,27862,14371,0.5157921182973225,
1145,001145F,0,0,1029682,588716,0.5717454515083298,
1492,001492F,0,0,766921,373393,0.4868728330558167,
1633,001633F,0,0,329323,148397,0.4506123167832189,
209,000209F,0,0,2646600,1455784,0.5500581878636741,
2000,002000F,0,0,469853,261337,0.5562101338078079,
1381,001381F,0,0,831924,386755,0.4648922257321582,
88,000088F,0,0,24697,13822,0.5596631169777706,
392,000392F,0,0,11870,8964,0.7551811288963775,
1734,001734F,0,0,31622,21445,0.6781670988552274,
14,000014F,0,0,4495563,2404556,0.534873162716216,
119,000119F,0,0,3189881,1691608,0.5303044220144889,
1445,001445F,0,0,797742,444425,0.5571036751230347,
2190,002190F,0,0,375303,199442,0.5314159492463423,
3205,003205F,0,0,21254,12080,0.5683636021454785,
636,000636F,0,0,25309,16926,0.6687739539294322,
2202,002202F,0,0,377220,190066,0.5038598165526749,
2387,002387F,0,0,302981,191438,0.631848201702417,
1461,001461F,0,0,779856,344300,0.44149176258181,
2755,002755F,0,0,177449,80507,0.4536909196445176,
1917,001917F,0,0,22867,14791,0.6468273057244064,
26,000026F,0,0,4197937,2342773,0.5580772174522867,
1892,001892F,0,0,47269,32494,0.6874272779199898,
696,000696F,0,0,1440016,786327,0.5460543493961179,
2726,002726F,0,0,180816,101256,0.5599946907353331,
1786,001786F,0,0,601822,376927,0.6263097726570315,
814,000814F,0,0,76635,46335,0.6046192992757878,
2754,002754F,0,0,177450,102635,0.5783882783882784,
2052,002052F,0,0,421715,216051,0.51231518916804,
1955,001955F,0,0,25635,15672,0.6113516676418959,
3493,003493F,0,0,28901,16141,0.5584927857167572,
3681,003681F,0,0,4134,2764,0.6686018384131591,
1105,001105F,0,0,1071550,640344,0.5975866735103355,
974,000974F,0,0,1212666,644678,0.5316204132052849,
949,000949F,0,0,330010,159679,0.48386109511832975,
2661,002661F,0,0,207005,110470,0.5336586072800173,
1586,001586F,0,0,699930,402894,0.5756204191847756,
2690,002690F,0,0,26250,16398,0.6246857142857143,
3679,003679F,0,0,9917,6364,0.6417263285267722,
732,000732F,0,0,1357231,789394,0.581620962091199,
2380,002380F,0,0,305884,143984,0.47071438846098523,
399,000399F,0,0,102348,49388,0.48254973228592646,
878,000878F,0,0,1266450,659308,0.5205953649966442,
2251,002251F,1856,1787,360775,206399,0.5720989536414662,0.962823275862069
3350,003350F,0,0,31233,7632,0.24435693017001248,
1804,001804F,0,0,294779,140153,0.475451100655067,
3633,003633F,0,0,17704,11892,0.6717126073203796,
481,000481F,0,0,1834065,915206,0.4990041247174991,
196,000196F,0,0,23300,12771,0.5481115879828327,
2599,002599F,0,0,21762,11500,0.5284440768311736,
2724,002724F,0,0,134913,72840,0.5399034933623891,
2938,002938F,0,0,18423,11443,0.6211257667046627,
1155,001155F,0,0,33521,22057,0.6580054294322961,
1331,001331F,0,0,881368,464798,0.5273597407666264,
3252,003252F,0,0,54297,34626,0.6377147908724239,
77,000077F,0,0,3357198,1717378,0.5115510017580137,
1629,001629F,0,0,277074,148273,0.5351386272259396,
1790,001790F,1973,1973,96060,53018,0.5519258796585468,1.0
3325,003325F,0,0,32595,14373,0.44095720202485045,
1850,001850F,0,0,153613,85943,0.5594773879814859,
1954,001954F,0,0,494320,264907,0.5359018449587312,
2415,002415F,0,0,275351,119502,0.433998787002771,
3039,003039F,0,0,88820,55763,0.6278203107408241,
3700,003700F,0,0,6892,3665,0.5317759721416134,
2656,002656F,0,0,207464,108808,0.5244668954613813,
739,000739F,0,0,25909,15769,0.60863020572002,
2803,002803F,0,0,14875,9194,0.6180840336134453,
2467,002467F,0,0,86802,48086,0.5539734107509043,
245,000245F,0,0,2421516,1182848,0.4884741624668183,
1146,001146F,0,0,772966,394464,0.5103251630731493,
2170,002170F,0,0,27180,16179,0.5952538631346579,
3045,003045F,0,0,100444,54241,0.5400123451873681,
2272,002272F,0,0,24317,12029,0.4946745075461611,
1217,001217F,0,0,372314,213307,0.5729223182582444,
3628,003628F,0,0,19236,5992,0.31149927219796214,
2193,002193F,0,0,19846,9950,0.501360475662602,
3658,003658F,0,0,13755,3283,0.238676844783715,
3432,003432F,0,0,32950,22025,0.6684370257966616,
1981,001981F,0,0,110048,74246,0.6746692352428031,
2893,002893F,0,0,31098,13896,0.4468454562994405,
3591,003591F,0,0,22720,14201,0.625044014084507,
3478,003478F,0,0,29825,17207,0.576932103939648,
2637,002637F,0,0,24577,12518,0.5093379989421003,
2437,002437F,0,0,19266,5975,0.31013183847191944,
569,000569F,308,265,1704240,953445,0.559454654274046,0.8603896103896104
1514,001514F,0,0,179301,109448,0.6104148889297885,
2267,002267F,0,0,314307,181323,0.5768977464708072,
758,000758F,0,0,22133,16926,0.764740432837844,
3402,003402F,0,0,34717,14879,0.42857965838062045,
3412,003412F,0,0,34332,26769,0.7797098916462776,
963,000963F,0,0,605269,336987,0.5567557565313935,
1870,001870F,0,0,542018,256420,0.47308391972222325,
3296,003296F,0,0,46722,30261,0.6476820341594965,
1623,001623F,0,0,24300,13717,0.564485596707819,
1379,001379F,1463,50,850237,471741,0.5548347107924025,0.03417634996582365
1701,001701F,0,0,23329,16917,0.7251489562347293,
1118,001118F,0,0,789810,406170,0.5142629239943783,
563,000563F,0,0,1667798,874463,0.5243218903008637,
2412,002412F,0,0,296308,164242,0.5542948553532135,
3167,003167F,0,0,71739,42620,0.5940980498752422,
3005,003005F,0,0,108319,66221,0.611351655757531,
624,000624F,0,0,11510,8719,0.7575152041702867,
416,000416F,0,0,1956957,1035771,0.5292763203279377,
2329,002329F,0,0,25728,13112,0.509639303482587,
1318,001318F,0,0,174818,85040,0.4864487638572687,
3223,003223F,0,0,61042,37228,0.6098751679171718,
3266,003266F,0,0,52110,4927,0.09454999040491269,
2569,002569F,0,0,52362,27428,0.5238149803292464,
1433,001433F,0,0,24663,12185,0.49405992782710945,
2608,002608F,0,0,160828,84163,0.5233106175541572,
1265,001265F,0,0,24520,13524,0.5515497553017945,
2495,002495F,0,0,24001,9728,0.4053164451481188,
3168,003168F,0,0,23028,7530,0.3269932256383533,
162,000162F,0,0,23647,17557,0.7424620459254874,
2597,002597F,0,0,229267,135060,0.5890948108537207,
1235,001235F,0,0,416099,238410,0.5729646069805503,
2182,002182F,0,0,22030,9442,0.4285973672265093,
3366,003366F,0,0,37567,19251,0.5124444326137302,
31,000031F,0,0,4118435,2330095,0.5657719497818953,
1724,001724F,0,0,93632,42116,0.44980348598769654,
1951,001951F,0,0,500419,240247,0.48009168316950396,
3084,003084F,0,0,16629,11158,0.6709964519814782,
2047,002047F,0,0,203082,108369,0.5336218867255591,
2471,002471F,0,0,272988,166673,0.6105506469148827,
832,000832F,0,0,30355,17344,0.5713720968538956,
440,000440F,0,0,66957,36446,0.5443194886270293,
550,000550F,0,0,27100,10554,0.38944649446494467,
2262,002262F,0,0,346590,192694,0.5559710320551661,
2325,002325F,0,0,6541,5269,0.8055343219691179,
2486,002486F,1217,52,263454,144969,0.5502630440228655,0.04272801972062449
3652,003652F,0,0,14842,4450,0.2998248214526344,
2790,002790F,0,0,159554,74340,0.4659237624879351,
2079,002079F,0,0,30295,20241,0.6681300544644331,
3358,003358F,0,0,38343,23895,0.6231906736562084,
3061,003061F,0,0,22041,18715,0.849099405653101,
474,000474F,0,0,1835697,983797,0.5359255912059561,
3367,003367F,0,0,37480,21846,0.5828708644610459,
3666,003666F,0,0,16849,5327,0.31616119651017865,
2978,002978F,0,0,81359,46224,0.568148576064111,
313,000313F,0,0,2195020,1215441,0.5537266175251251,
263,000263F,0,0,2549116,1335251,0.5238094304064624,
198,000198F,0,0,1077866,559274,0.5188715480402945,
784,000784F,0,0,1391998,732326,0.5260970202543395,
2896,002896F,0,0,138354,46608,0.3368749728956156,
1092,001092F,0,0,346520,196649,0.5674968255800531,
2308,002308F,0,0,16359,8502,0.5197139189437007,
1373,001373F,0,0,24664,15575,0.631487187804087,
3238,003238F,0,0,24764,16630,0.6715393312873527,
1190,001190F,0,0,600370,349263,0.5817462564751736,
511,000511F,0,0,1758685,908988,0.5168566286742652,
2346,002346F,0,0,305489,183709,0.6013604417835012,
1272,001272F,0,0,919667,564121,0.6133970230529093,
2817,002817F,0,0,155322,60107,0.38698317044591235,
1857,001857F,0,0,141910,66959,0.47184130787118594,
2085,002085F,0,0,25008,11220,0.44865642994241844,
496,000496F,0,0,1817236,961299,0.5289896304057371,
807,000807F,0,0,295658,147246,0.49802812709278965,
3186,003186F,0,0,68605,44189,0.644107572334378,
3187,003187F,0,0,68238,27698,0.4059028693689733,
3420,003420F,0,0,33914,19600,0.5779324172907944,
1300,001300F,0,0,50845,29544,0.5810600845707542,
854,000854F,0,0,1287023,702521,0.5458496079712639,
17,000017F,0,0,289517,166235,0.5741804453624485,
1467,001467F,0,0,27346,15322,0.5603013237767863,
544,000544F,0,0,1726697,962357,0.5573398227946189,
1849,001849F,0,0,554742,254798,0.45930901211734465,
334,000334F,0,0,16386,9213,0.5622482607103625,
2023,002023F,1675,0,460950,224110,0.48619156090682286,0.0
3040,003040F,0,0,18647,7928,0.4251622244865126,
3162,003162F,0,0,1984,1983,0.9994959677419355,
3653,003653F,0,0,14722,9861,0.6698138839831544,
535,000535F,0,0,1738862,917849,0.5278446478213912,
422,000422F,0,0,445652,289417,0.6494237656287866,
1614,001614F,0,0,521309,320783,0.6153413810235389,
2279,002279F,0,0,22680,6021,0.2654761904761905,
771,000771F,0,0,1394104,770776,0.5528827117632544,
3075,003075F,0,0,94420,12528,0.13268375344206737,
827,000827F,0,0,1336507,733899,0.5491172137519669,
1560,001560F,0,0,69953,40173,0.5742855917544637,
2288,002288F,0,0,24833,8045,0.32396408005476585,
2821,002821F,0,0,154541,85160,0.551051177357465,
1402,001402F,0,0,803131,426324,0.5308274739737353,
259,000259F,0,0,33044,18073,0.5469374167776299,
2062,002062F,0,0,19765,12802,0.6477105995446496,
2745,002745F,0,0,179861,96216,0.534946430854938,
3442,003442F,0,0,31775,15240,0.4796223446105429,
953,000953F,0,0,1182766,715142,0.6046352363865718,
353,000353F,1217,802,2103598,1064765,0.5061637251984457,0.6589975349219392
772,000772F,0,0,736321,404520,0.549379957925959,
1590,001590F,0,0,330374,188785,0.5714281390182037,
2027,002027F,0,0,82223,43697,0.5314449728178247,
2474,002474F,0,0,260436,156047,0.5991759971739699,
2812,002812F,0,0,156504,8045,0.051404436947298474,
3610,003610F,0,0,20968,13728,0.6547119420068676,
1869,001869F,0,0,395443,225162,0.569391796036344,
2743,002743F,0,0,180526,98146,0.5436668402335397,
2146,002146F,0,0,401195,219470,0.5470407158613642,
2967,002967F,0,0,121038,64826,0.5355838662238306,
2357,002357F,0,0,27233,15863,0.5824918297653582,
124,000124F,0,0,37490,22738,0.6065084022405975,
2459,002459F,0,0,275923,148596,0.5385415496352243,
895,000895F,0,0,1281217,634253,0.4950394819925118,
1147,001147F,0,0,285753,137988,0.4828925680570283,
1254,001254F,0,0,933810,534381,0.5722588106788319,
2397,002397F,0,0,29417,16352,0.5558690553081551,
926,000926F,0,0,277377,146945,0.5297663468852861,
410,000410F,0,0,1975053,1087997,0.5508697741275804,
2546,002546F,0,0,246886,131988,0.5346111160616641,
800,000800F,0,0,623275,344031,0.5519730456058722,
3490,003490F,0,0,29160,11381,0.3902949245541838,
873,000873F,0,0,1271820,677067,0.5323607114214276,
1731,001731F,0,0,590731,335929,0.5686666181392207,
3206,003206F,0,0,20607,11382,0.5523365846556996,
2738,002738F,0,0,18008,9727,0.5401488227454465,
2414,002414F,0,0,281100,145562,0.5178299537531128,
110,000110F,0,0,3187733,1683442,0.5281000635875087,
2205,002205F,0,0,122812,66557,0.5419421554896916,
406,000406F,0,0,342486,179917,0.5253265826924313,
638,000638F,0,0,1581196,911836,0.5766748714264393,
1315,001315F,0,0,898167,444324,0.4947008741136114,
643,000643F,0,0,1536883,789329,0.5135908198607181,
604,000604F,0,0,783641,361202,0.46092789938249784,
723,000723F,1973,1792,1432430,756650,0.5282282554819433,0.9082615306639635
2143,002143F,0,0,324776,189143,0.5823798556543587,
2757,002757F,0,0,172056,78552,0.4565490305481936,
1910,001910F,0,0,502571,258872,0.5150953795583112,
730,000730F,0,0,368069,206665,0.5614843955888705,
1778,001778F,0,0,35469,25561,0.7206574755420226,
2490,002490F,0,0,265104,74835,0.2822854426941879,
2110,002110F,0,0,268344,152380,0.5678532033509227,
2791,002791F,0,0,19803,13632,0.6883805484017573,
2460,002460F,0,0,165785,71562,0.4316554573694846,
1363,001363F,0,0,29952,21571,0.7201856303418803,
2048,002048F,0,0,445467,242035,0.5433286865244789,
725,000725F,0,0,23319,11687,0.5011792958531669,
2913,002913F,0,0,29651,10669,0.35981923038008834,
1099,001099F,0,0,1065732,533464,0.5005611166784896,
2744,002744F,0,0,125905,66890,0.5312735792859696,
2565,002565F,0,0,25711,12400,0.4822838473804986,
2808,002808F,0,0,27409,17490,0.6381115691926009,
3488,003488F,0,0,29255,18246,0.6236882584173645,
3501,003501F,0,0,28280,14546,0.5143564356435644,
1375,001375F,0,0,26979,15662,0.5805255939805034,
3359,003359F,0,0,38257,25492,0.6663355725749536,
1103,001103F,0,0,187921,87007,0.46299774905412383,
2249,002249F,0,0,355693,212439,0.5972538115734636,
3282,003282F,0,0,48344,1061,0.0219468806883998,
3386,003386F,0,0,35686,21176,0.593397971193185,
3413,003413F,0,0,28977,15345,0.5295579252510612,
997,000997F,0,0,388085,216162,0.5569965342644009,
993,000993F,1343,1315,1152481,687597,0.5966232848958031,0.9791511541325391
2121,002121F,0,0,415623,225744,0.5431460722818516,
3381,003381F,0,0,29042,16548,0.569795468631637,
964,000964F,0,0,1186253,653164,0.5506110416580612,
61,000061F,0,0,168709,98243,0.5823222234735551,
914,000914F,0,0,386920,208050,0.5377080533443606,
2713,002713F,0,0,190735,85620,0.44889506383201827,
3691,003691F,0,0,8427,3800,0.4509315296072149,
539,000539F,0,0,25006,11461,0.45833000079980807,
1745,001745F,0,0,25582,17973,0.7025643030255648,
2904,002904F,0,0,23327,13383,0.5737128649204785,
2462,002462F,0,0,274613,143123,0.5211807161350701,
3069,003069F,0,0,96234,49273,0.5120123864746348,
2615,002615F,0,0,211185,111422,0.5276037597367237,
25,000025F,0,0,4278197,2129318,0.49771387339105705,
2891,002891F,0,0,23655,10130,0.42823927288099767,
459,000459F,1142,601,1862969,1031884,0.5538922011047956,0.5262697022767076
3105,003105F,0,0,22940,16967,0.7396251089799477,
1762,001762F,0,0,594553,200866,0.3378437246132809,
2506,002506F,0,0,259434,128571,0.4955826915516085,
2362,002362F,0,0,10960,6632,0.6051094890510949,
466,000466F,0,0,71535,46272,0.6468442021388132,
2403,002403F,0,0,299715,175752,0.5863970772233622,
2570,002570F,0,0,238531,139494,0.5848044908208996,
3210,003210F,0,0,22507,9273,0.4120051539521038,
4,000004F,1220,62,5055646,2822762,0.5583385387347136,0.05081967213114754
684,000684F,0,0,41123,16966,0.4125671765192228,
1014,001014F,0,0,34908,22840,0.6542912799358314,
2709,002709F,0,0,26759,11226,0.41952240367726745,
2247,002247F,0,0,361658,219802,0.6077620293205183,
2783,002783F,0,0,166632,86670,0.5201281866628259,
3078,003078F,0,0,94176,49463,0.5252187393815834,
2055,002055F,0,0,25732,20655,0.8026970309342453,
704,000704F,14417,3055,1464055,724777,0.49504765872866796,0.21190261496844004
2184,002184F,0,0,50725,26227,0.5170428782651553,
333,000333F,0,0,2150774,1181332,0.5492590109421074,
1075,001075F,0,0,78095,37023,0.4740764453550163,
2902,002902F,0,0,136820,61295,0.44799736880573016,
2683,002683F,0,0,197905,116188,0.5870897652914278,
2013,002013F,0,0,122782,69425,0.5654330439315209,
2680,002680F,0,0,198938,110443,0.5551629150790699,
2715,002715F,0,0,189698,111870,0.589726828959715,
449,000449F,0,0,164976,101324,0.6141741829114538,
2964,002964F,0,0,25239,14117,0.5593327786362375,
3514,003514F,0,0,27712,15430,0.5567984988452656,
2126,002126F,0,0,418457,211365,0.5051056619915547,
1765,001765F,0,0,582660,310649,0.533156557855353,
3360,003360F,0,0,32766,13278,0.40523713605566747,
2717,002717F,0,0,87450,62403,0.7135849056603774,
927,000927F,0,0,1223808,633925,0.5179938356343479,
303,000303F,0,0,2181756,1155809,0.5297608898520274,
3232,003232F,0,0,58755,35545,0.604969789805123,
1635,001635F,0,0,719740,336764,0.46789674048962127,
174,000174F,0,0,2767811,1488740,0.5378763217575189,
648,000648F,0,0,450394,267581,0.5941042731475108,
1647,001647F,0,0,663402,334767,0.5046216321325531,
1714,001714F,0,0,69107,31961,0.4624857105647764,
1192,001192F,0,0,22979,9787,0.42591061403890507,
801,000801F,0,0,29474,13725,0.4656646535929972,
1856,001856F,0,0,554168,276347,0.4986700783877813,
1902,001902F,0,0,517176,273384,0.5286092162049283,
2746,002746F,0,0,19052,8238,0.43239554902372457,
3145,003145F,0,0,76709,46703,0.6088333833057399,
2693,002693F,0,0,195320,97041,0.49683084169567887,
623,000623F,0,0,17370,11049,0.6360967184801382,
1807,001807F,0,0,34023,20293,0.596449460658966,
2798,002798F,0,0,17337,12567,0.7248658937532445,
3346,003346F,0,0,13914,8903,0.6398591346844904,
2067,002067F,0,0,442045,265195,0.5999276091800608,
388,000388F,0,0,322294,187102,0.5805320607892173,
1517,001517F,0,0,25313,12966,0.5122269189744401,
3713,003713F,0,0,4041,3370,0.833951992081168,
1919,001919F,0,0,501001,268271,0.5354699890818582,
226,000226F,0,0,2591388,1383899,0.5340377434795561,
1996,001996F,0,0,14955,9668,0.6464727515880976,
3470,003470F,0,0,30261,17356,0.5735435048412147,
2350,002350F,0,0,31031,13874,0.44710128581096326,
1541,001541F,0,0,153720,80249,0.5220465781941191,
3527,003527F,0,0,27066,13741,0.5076849183477425,
147,000147F,0,0,2879629,1546064,0.5368969405433826,
1269,001269F,0,0,28499,15627,0.5483350292992737,
128,000128F,0,0,28826,21498,0.7457850551585374,
2945,002945F,0,0,125099,70092,0.5602922485391569,
3357,003357F,0,0,38433,21409,0.5570473291182058,
131,000131F,0,0,3010495,1447961,0.48097106954171986,
2669,002669F,0,0,26327,4617,0.17537129182968056,
2405,002405F,0,0,298817,166880,0.558468895678626,
1249,001249F,0,0,618678,351115,0.567524625087687,
360,000360F,0,0,423777,236090,0.557109045559339,
375,000375F,0,0,23065,18590,0.8059830912638196,
3074,003074F,0,0,32096,21557,0.6716413260219342,
1245,001245F,0,0,294457,175178,0.594918782708511,
1824,001824F,0,0,567525,353651,0.6231461169111493,
584,000584F,0,0,1655293,889642,0.5374528859845357,
3101,003101F,0,0,30919,15825,0.511821210259064,
1129,001129F,0,0,98128,46717,0.47608225990542963,
616,000616F,0,0,1583373,860742,0.5436129073818993,
160,000160F,0,0,2873686,1468866,0.5111435278593416,
939,000939F,0,0,476944,262197,0.5497437854339293,
3718,003718F,0,0,2803,1436,0.5123082411701748,
3538,003538F,0,0,26738,15484,0.5791009050789139,
232,000232F,0,0,2561081,1362944,0.5321752806724973,
620,000620F,0,0,1583691,877234,0.5539173992906444,
1988,001988F,0,0,160872,81831,0.508671490377443,
397,000397F,0,0,29962,22703,0.7577264535077766,
941,000941F,0,0,1220410,642131,0.526160060963119,
125,000125F,0,0,21713,9904,0.45613227098972964,
2994,002994F,0,0,111670,70305,0.6295782215456255,
681,000681F,0,0,20935,12649,0.6042034869835204,
2703,002703F,0,0,193031,96570,0.500282338070051,
1279,001279F,1961,1308,900097,456547,0.5072197774239887,0.6670066292707802
3520,003520F,0,0,27533,6335,0.23008753132604512,
3482,003482F,0,0,29421,12744,0.4331599877638422,
2642,002642F,0,0,212963,102492,0.48126669891013935,
2268,002268F,0,0,24945,14549,0.5832431348967729,
799,000799F,0,0,1368491,738906,0.5399421698790858,
3022,003022F,0,0,104015,49395,0.47488343027447966,
780,000780F,0,0,875205,491623,0.5617232534092013,
2122,002122F,0,0,414305,225152,0.5434450465236963,
1632,001632F,0,0,25568,14938,0.5842459324155194,
1882,001882F,0,0,289061,145850,0.5045647804442661,
733,000733F,0,0,1452777,739998,0.5093679208853114,
2810,002810F,0,0,156908,86302,0.5500165702194917,
3345,003345F,0,0,40406,19471,0.48188387863188636,
1554,001554F,0,0,104132,62023,0.5956190220105251,
212,000212F,5980,1735,575480,328701,0.5711771043302982,0.290133779264214
309,000309F,0,0,24843,14762,0.5942116491567041,
665,000665F,0,0,115632,62329,0.5390289885152899,
2561,002561F,0,0,242248,87145,0.35973465209207095,
2842,002842F,0,0,149467,80799,0.5405808640034255,
3369,003369F,0,0,37281,17502,0.4694616560714573,
700,000700F,0,0,189222,104916,0.5544598408218917,
2171,002171F,0,0,392043,200891,0.5124208313883937,
3431,003431F,0,0,33013,21061,0.6379608033199042,
173,000173F,0,0,2790954,1421111,0.5091846730544466,
2078,002078F,0,0,435892,278028,0.6378368953777541,
1341,001341F,0,0,540506,274405,0.507681690860046,
1305,001305F,1961,818,832832,440298,0.5286756512718052,0.4171341152473228
3170,003170F,0,0,64462,32548,0.5049176258881202,
2432,002432F,0,0,26051,13557,0.5204022878200453,
1425,001425F,0,0,825727,430593,0.5214713821880598,
663,000663F,0,0,29475,17959,0.6092960135708227,
2617,002617F,0,0,28206,20020,0.7097780614053747,
2811,002811F,0,0,156431,96119,0.6144498213269748,
269,000269F,0,0,2287764,1267489,0.5540296114459359,
2989,002989F,4626,202,21739,9674,0.44500667004002026,0.043666234327712924
352,000352F,0,0,387043,197798,0.5110491599124645,
2100,002100F,0,0,240755,140107,0.5819484538223505,
3072,003072F,0,0,94286,56328,0.597416371465541,
2785,002785F,0,0,165467,85045,0.513969552841352,
2512,002512F,0,0,258360,127155,0.4921620993961914,
3008,003008F,0,0,107544,43188,0.40158446775273376,
2955,002955F,0,0,28164,16257,0.5772262462718364,
1935,001935F,0,0,505698,291744,0.5769134938243774,
1943,001943F,0,0,497936,274267,0.5508077343273031,
773,000773F,0,0,1401300,766185,0.5467672875187326,
2554,002554F,0,0,243971,126173,0.5171639252206205,
2623,002623F,0,0,222098,115655,0.5207385928734163,
2778,002778F,0,0,169101,99565,0.5887901313416243,
2081,002081F,0,0,443400,228163,0.5145760036084799,
844,000844F,0,0,1290662,743269,0.5758819892427297,
2446,002446F,0,0,273226,146617,0.5366143778410547,
3522,003522F,0,0,27458,12954,0.47177507465947993,
3131,003131F,0,0,21391,12377,0.5786078257210977,
886,000886F,0,0,1241757,669120,0.5388493884069105,
2723,002723F,0,0,186694,89035,0.4769033820047779,
3295,003295F,0,0,40561,16103,0.3970069771455339,
1508,001508F,0,0,512010,267819,0.523073768090467,
165,000165F,0,0,16073,10766,0.6698189510358987,
761,000761F,0,0,41166,23628,0.5739688092114852,
831,000831F,1868,912,1307073,710178,0.5433346109972435,0.48822269807280516
2606,002606F,0,0,226462,129973,0.5739285178087273,
235,000235F,0,0,34016,12533,0.36844426152398874,
485,000485F,0,0,1869652,933111,0.4990827169976017,
1033,001033F,0,0,24251,5873,0.2421755803884376,
3316,003316F,0,0,13908,10762,0.773799252228933,
610,000610F,0,0,585138,293669,0.5018798984171255,
1083,001083F,0,0,1092920,600248,0.5492149471141529,
1301,001301F,0,0,160510,97795,0.6092766805806492,
1903,001903F,0,0,536989,275081,0.512265614379438,
562,000562F,0,0,1704362,877818,0.5150419922528195,
1912,001912F,0,0,41757,21494,0.5147400435855066,
3006,003006F,0,0,107994,46836,0.433690760597811,
1421,001421F,0,0,829085,408106,0.49223662230048787,
51,000051F,0,0,479050,274219,0.5724225028702641,
928,000928F,0,0,1117912,624895,0.5589840703024925,
3717,003717F,0,0,3040,1385,0.4555921052631579,
1705,001705F,0,0,67015,30977,0.4622397970603596,
1293,001293F,0,0,904113,540457,0.5977759417240986,
1189,001189F,0,0,1001773,489230,0.4883641303968065,
362,000362F,0,0,589480,322310,0.5467700346067721,
1240,001240F,0,0,103803,66609,0.6416866564550158,
715,000715F,0,0,543573,287197,0.5283503779621136,
1174,001174F,0,0,20719,12291,0.5932236111781457,
2878,002878F,0,0,138047,78188,0.5663868102892493,
2335,002335F,0,0,30773,17065,0.5545445682903845,
3230,003230F,0,0,59082,39285,0.6649233269015944,
1039,001039F,1220,1201,1122097,666408,0.5938951801849572,0.9844262295081967
3152,003152F,0,0,22303,17275,0.7745594763036363,
2886,002886F,0,0,140477,80533,0.573282459050236,
629,000629F,0,0,1540018,779400,0.5060979806729532,
3651,003651F,0,0,14848,7766,0.5230334051724138,
2084,002084F,0,0,129151,82336,0.6375173246819614,
3313,003313F,0,0,32708,16982,0.5192001956707839,
3581,003581F,0,0,15920,7945,0.49905778894472363,
2343,002343F,0,0,75218,34909,0.46410433672791085,
1002,001002F,0,0,1155334,616751,0.5338291784020898,
121,000121F,0,0,35672,17683,0.4957109217313299,
1900,001900F,0,0,535261,237569,0.4438376791882839,
2931,002931F,0,0,127571,74523,0.5841688157966936,
