,contig,eveSites,eveTEoverlap,length,piEVEReads,piEVEoverlap,piReads,piSites,teSites,teProp,eveTEProp,pi/eveProp,eve/piProp,piReads/EVEProp
876,000876F,0,0,1275615,0,0,363,141,636199,0.4987390396005064,,,0.0,0.0
465,000465F,0,0,217359,0,0,593,151,139983,0.6440175010006487,,,0.0,0.0
2305,002305F,0,0,13722,0,0,0,0,2085,0.1519457804984696,,,,
1240,001240F,0,0,103803,0,0,146,22,66749,0.6430353650665203,,,0.0,0.0
1648,001648F,0,0,662806,0,0,171,103,330438,0.4985440687018524,,,0.0,0.0
3745,3747,0,0,29902,0,0,40,14,10586,0.35402314226473147,,,0.0,0.0
2715,002715F,0,0,189698,0,0,27,20,112098,0.5909287393646744,,,0.0,0.0
427,000427F,0,0,1912857,0,0,1452,293,993292,0.5192714353451408,,,0.0,0.0
807,000807F,0,0,295658,0,0,3009,377,147629,0.49932354274195184,,,0.0,0.0
1176,001176F,0,0,1001123,0,0,167,72,523717,0.5231295255428154,,,0.0,0.0
2328,002328F,0,0,22907,0,0,0,0,15192,0.663203387610774,,,,
2369,002369F,0,0,24781,0,0,0,0,11030,0.4450990678342278,,,,
364,000364F,0,0,2078074,0,0,7069,672,1148375,0.5526150656810104,,,0.0,0.0
691,000691F,0,0,1466015,0,0,4055,697,895542,0.6108682380466776,,,0.0,0.0
859,000859F,0,0,1290339,0,0,212,93,701532,0.5436803816671433,,,0.0,0.0
2839,002839F,0,0,26701,0,0,0,0,10402,0.38957342421632146,,,,
2945,002945F,0,0,125099,0,0,12,7,70245,0.5615152798983205,,,0.0,0.0
2831,002831F,0,0,24303,0,0,0,0,11209,0.4612187795745381,,,,
810,000810F,0,0,26433,0,0,1,1,15088,0.5708016494533349,,,0.0,0.0
3361,003361F,0,0,32736,0,0,3,1,13320,0.40689149560117305,,,0.0,0.0
661,000661F,0,0,1541809,0,0,377,150,818349,0.53077196980949,,,0.0,0.0
1631,001631F,0,0,676910,0,0,428,269,305892,0.4518946388737055,,,0.0,0.0
411,000411F,0,0,217764,0,0,10,8,106557,0.489323304127404,,,0.0,0.0
812,000812F,0,0,1336232,0,0,183,62,712748,0.5334013853881662,,,0.0,0.0
2092,002092F,0,0,429537,0,0,384,92,241815,0.5629666361687119,,,0.0,0.0
2782,002782F,0,0,25395,0,0,65,34,14295,0.5629060838747785,,,0.0,0.0
2265,002265F,0,0,264949,0,0,32,24,150553,0.5682338865215569,,,0.0,0.0
1984,001984F,0,0,34983,0,0,0,0,22844,0.6530028871165995,,,,
883,000883F,604,0,1032818,0,0,341,164,512103,0.4958308240173971,0.0,0.0,0.0,0.0
1370,001370F,0,0,29115,0,0,3,3,20688,0.7105615662029882,,,0.0,0.0
1614,001614F,0,0,521309,0,0,1307,234,321359,0.6164462919305057,,,0.0,0.0
2875,002875F,0,0,142348,0,0,41,20,69168,0.48590777531120916,,,0.0,0.0
539,000539F,0,0,25006,0,0,5,4,11498,0.4598096456850356,,,0.0,0.0
925,000925F,0,0,1242293,0,0,632,229,672984,0.5417272736785927,,,0.0,0.0
1004,001004F,0,0,1154967,0,0,2138,149,592996,0.5134311196770124,,,0.0,0.0
1247,001247F,0,0,960790,0,0,1518,276,542744,0.564893473079445,,,0.0,0.0
1990,001990F,0,0,487922,0,0,71,48,236126,0.48394210550046934,,,0.0,0.0
1212,001212F,0,0,31058,0,0,13,6,17772,0.5722197179470668,,,0.0,0.0
1803,001803F,0,0,583687,0,0,83,58,275412,0.4718487819670474,,,0.0,0.0
898,000898F,0,0,1244064,0,0,240,124,637116,0.512124778146462,,,0.0,0.0
3013,003013F,0,0,106193,0,0,257,27,66393,0.6252107012703285,,,0.0,0.0
3257,003257F,0,0,53836,0,0,1811,179,31525,0.5855747083735791,,,0.0,0.0
915,000915F,0,0,28252,0,0,1,1,9334,0.33038368965029025,,,0.0,0.0
1283,001283F,0,0,247858,0,0,48,22,132798,0.5357825851899072,,,0.0,0.0
1948,001948F,0,0,184439,0,0,365,149,106322,0.5764615943482669,,,0.0,0.0
1371,001371F,0,0,15478,0,0,0,0,6406,0.41387776198475257,,,,
301,000301F,0,0,2215660,0,0,642,274,1106556,0.49942500203099754,,,0.0,0.0
1881,001881F,0,0,27889,0,0,0,0,15034,0.5390655814120262,,,,
2165,002165F,0,0,390667,0,0,15,14,230777,0.5907256051829307,,,0.0,0.0
1095,001095F,0,0,95979,0,0,67,15,47000,0.48969045311995335,,,0.0,0.0
408,000408F,1392,1068,1981789,0,0,19634,2183,1073808,0.5418377032065472,0.7672413793103449,0.0,0.0,0.0
3252,003252F,0,0,54297,0,0,2,2,34704,0.6391513343278634,,,0.0,0.0
1779,001779F,0,0,19770,0,0,58,1,15473,0.7826504805260496,,,0.0,0.0
1130,001130F,0,0,803831,0,0,251,101,393475,0.48949965851030874,,,0.0,0.0
2072,002072F,0,0,153951,0,0,7,1,88293,0.5735136504472202,,,0.0,0.0
3664,003664F,0,0,4473,0,0,0,0,1505,0.3364632237871675,,,,
3464,003464F,0,0,30496,0,0,0,0,14673,0.4811450682056663,,,,
1882,001882F,0,0,289061,0,0,57,28,146212,0.505817111267172,,,0.0,0.0
851,000851F,0,0,23447,0,0,210,67,8592,0.366443468247537,,,0.0,0.0
2947,002947F,0,0,26933,0,0,4,4,15212,0.5648089704080496,,,0.0,0.0
2009,002009F,0,0,16108,0,0,14,4,11245,0.6981003228209586,,,0.0,0.0
3193,003193F,0,0,51101,0,0,3,3,26972,0.5278174595409092,,,0.0,0.0
3475,003475F,0,0,29899,0,0,0,0,17718,0.5925950700692331,,,,
2744,002744F,0,0,125905,0,0,10,7,67059,0.5326158611651642,,,0.0,0.0
464,000464F,0,0,1889853,0,0,5060,592,925175,0.4895486580173167,,,0.0,0.0
1740,001740F,0,0,23287,0,0,1,1,14397,0.6182419375617297,,,0.0,0.0
2851,002851F,0,0,147888,0,0,1295,15,76029,0.5140985069782538,,,0.0,0.0
3418,003418F,0,0,33997,0,0,11,3,20077,0.5905521075389005,,,0.0,0.0
1039,001039F,1221,1204,1122097,0,0,307,115,667889,0.5952150304296331,0.9860769860769861,0.0,0.0,0.0
2247,002247F,0,0,361658,0,0,100,56,220282,0.6090892500649785,,,0.0,0.0
2911,002911F,0,0,81952,0,0,2,2,39887,0.4867117336977743,,,0.0,0.0
256,000256F,0,0,477439,0,0,50,34,263530,0.5519658008667075,,,0.0,0.0
2293,002293F,0,0,106373,0,0,3,3,62011,0.5829580814680417,,,0.0,0.0
1177,001177F,0,0,1003186,0,0,307,58,565449,0.5636532009019265,,,0.0,0.0
2074,002074F,0,0,82397,0,0,3,2,46742,0.5672779348762698,,,0.0,0.0
2785,002785F,0,0,165467,0,0,29,16,85265,0.5152991230879873,,,0.0,0.0
3607,003607F,0,0,21180,0,0,0,0,7732,0.36506137865911237,,,,
1668,001668F,0,0,647444,0,0,268,166,352378,0.5442601985654357,,,0.0,0.0
2018,002018F,0,0,412738,0,0,3053,273,213147,0.5164220401319966,,,0.0,0.0
192,000192F,0,0,16833,0,0,0,0,9445,0.5611002198063328,,,,
835,000835F,0,0,155470,0,0,13,11,76679,0.49320769280246995,,,0.0,0.0
2534,002534F,0,0,80156,0,0,6,2,43378,0.5411697190478567,,,0.0,0.0
3040,003040F,0,0,18647,0,0,1,1,7947,0.42618115514559984,,,0.0,0.0
897,000897F,0,0,1246347,0,0,1278,294,636719,0.5108681611140397,,,0.0,0.0
853,000853F,0,0,905534,0,0,572,183,549006,0.6062787261439107,,,0.0,0.0
1209,001209F,0,0,555273,0,0,1198,208,258066,0.4647551744817414,,,0.0,0.0
2407,002407F,0,0,157744,0,0,44,23,114640,0.7267471345978294,,,0.0,0.0
1963,001963F,0,0,490681,0,0,3264,72,308023,0.6277459286175744,,,0.0,0.0
3027,003027F,0,0,21297,0,0,0,0,8347,0.39193313612245856,,,,
2457,002457F,0,0,31205,0,0,1,1,13391,0.4291299471238584,,,0.0,0.0
3247,003247F,0,0,55479,0,0,1,1,30426,0.5484237278970421,,,0.0,0.0
1945,001945F,0,0,56842,0,0,52,30,34318,0.6037437106365012,,,0.0,0.0
1229,001229F,0,0,376245,0,0,23,14,180923,0.4808648619915215,,,0.0,0.0
3355,003355F,0,0,36412,0,0,3,2,16616,0.4563330770075799,,,0.0,0.0
1305,001305F,1962,819,832832,2826,322,34771,2227,441364,0.5299556213017751,0.41743119266055045,0.16411824668705402,0.14458913336326898,0.08127462540622933
2939,002939F,0,0,38032,0,0,4,3,13025,0.3424747580984434,,,0.0,0.0
1472,001472F,0,0,782739,0,0,142,63,432226,0.5521968370044166,,,0.0,0.0
3736,3736,0,0,31153,0,0,4,2,22709,0.7289506628575098,,,0.0,0.0
2808,002808F,0,0,27409,0,0,5647,108,17509,0.6388047721551315,,,0.0,0.0
3471,003471F,0,0,30204,0,0,1,1,13888,0.459806648126076,,,0.0,0.0
1109,001109F,0,0,20071,0,0,0,0,11034,0.5497483932041254,,,,
808,000808F,0,0,3315,0,0,0,0,1873,0.5650075414781297,,,,
2899,002899F,0,0,25469,0,0,0,0,15968,0.6269582629863756,,,,
1858,001858F,0,0,84197,0,0,11,5,52908,0.6283834340891006,,,0.0,0.0
2661,002661F,0,0,207005,0,0,3535,194,110724,0.5348856307818651,,,0.0,0.0
1439,001439F,0,0,20096,0,0,2,2,8283,0.412171576433121,,,0.0,0.0
565,000565F,0,0,1649582,0,0,1837,283,846998,0.5134621983023578,,,0.0,0.0
2496,002496F,0,0,263526,0,0,10,6,127205,0.48270379393304647,,,0.0,0.0
3207,003207F,0,0,64295,0,0,2245,162,35020,0.5446768800062213,,,0.0,0.0
2693,002693F,0,0,195320,0,0,12,7,97359,0.4984589391767356,,,0.0,0.0
564,000564F,0,0,114008,0,0,0,0,62804,0.5508736229036559,,,,
505,000505F,738,0,1819129,7,6,1555,450,1004017,0.5519218263245762,0.0,0.008130081300813009,0.013333333333333334,0.0045016077170418
1041,001041F,0,0,1120310,0,0,2867,343,573833,0.5122091206898091,,,0.0,0.0
1805,001805F,0,0,580967,0,0,612,263,317355,0.5462530574025719,,,0.0,0.0
3243,003243F,0,0,23613,0,0,107,3,17003,0.720069453267268,,,0.0,0.0
1246,001246F,0,0,26646,0,0,0,0,14535,0.5454852510695789,,,,
2864,002864F,0,0,31834,0,0,6,1,19719,0.6194320537789785,,,0.0,0.0
926,000926F,0,0,277377,0,0,69,24,147319,0.5311146922780188,,,0.0,0.0
1993,001993F,0,0,152158,0,0,10,8,68646,0.4511494630581369,,,0.0,0.0
1116,001116F,0,0,18191,0,0,0,0,7982,0.4387884118520147,,,,
1241,001241F,0,0,951120,0,0,99,47,503994,0.5298952813525107,,,0.0,0.0
3408,003408F,0,0,34484,0,0,16,15,21119,0.6124289525577079,,,0.0,0.0
497,000497F,0,0,113138,0,0,325,10,55723,0.4925224062649154,,,0.0,0.0
1735,001735F,0,0,26092,0,0,0,0,18344,0.7030507435229189,,,,
2576,002576F,0,0,231434,0,0,18,15,131116,0.5665373281367474,,,0.0,0.0
105,000105F,0,0,30570,0,0,3,3,21967,0.7185803074910042,,,0.0,0.0
248,000248F,0,0,468507,0,0,432,120,218805,0.4670261063335233,,,0.0,0.0
738,000738F,0,0,22614,0,0,0,0,12420,0.5492172990183073,,,,
1789,001789F,0,0,19469,0,0,0,0,13051,0.6703477322923622,,,,
746,000746F,0,0,47382,0,0,1,1,26214,0.5532480688869191,,,0.0,0.0
2684,002684F,0,0,198386,0,0,47,6,112068,0.564898732773482,,,0.0,0.0
240,000240F,0,0,2508564,0,0,3360,575,1387409,0.5530690068102707,,,0.0,0.0
1315,001315F,0,0,898167,0,0,394,84,445501,0.49601132083454413,,,0.0,0.0
590,000590F,0,0,1626317,0,0,280,115,870847,0.5354718668008759,,,0.0,0.0
2804,002804F,0,0,143549,0,0,8,6,74164,0.5166458839838661,,,0.0,0.0
1829,001829F,0,0,568066,0,0,49,25,311072,0.5475983424461243,,,0.0,0.0
2568,002568F,0,0,117482,0,0,0,0,58706,0.4997020820210756,,,,
3036,003036F,0,0,101796,0,0,8,4,51681,0.507691854296829,,,0.0,0.0
3089,003089F,0,0,82483,0,0,2,2,25900,0.31400409781409505,,,0.0,0.0
1899,001899F,0,0,528648,0,0,869,50,286506,0.5419598674354201,,,0.0,0.0
674,000674F,0,0,1495122,0,0,1509,106,801024,0.535758285945896,,,0.0,0.0
1190,001190F,0,0,600370,0,0,248,82,350061,0.5830754368139647,,,0.0,0.0
2979,002979F,0,0,3018,0,0,0,0,514,0.170311464546057,,,,
3645,003645F,0,0,15673,0,0,31,23,7060,0.4504561985580297,,,0.0,0.0
352,000352F,0,0,387043,0,0,1868,259,198267,0.5122609115783001,,,0.0,0.0
734,000734F,0,0,1238253,0,0,1939,166,662903,0.5353534374639108,,,0.0,0.0
2264,002264F,0,0,46956,0,0,2,2,38391,0.8175951955021723,,,0.0,0.0
2642,002642F,0,0,212963,0,0,743,178,102754,0.4824969595657462,,,0.0,0.0
3281,003281F,0,0,45135,0,0,4,3,25076,0.5555777113105129,,,0.0,0.0
3462,003462F,0,0,30633,0,0,0,0,15335,0.5006039238729475,,,,
658,000658F,0,0,233916,0,0,59,22,110470,0.47226354759828315,,,0.0,0.0
2760,002760F,0,0,33035,0,0,2,1,13687,0.41431814741940365,,,0.0,0.0
195,000195F,0,0,2718925,0,0,3893,1137,1501056,0.5520770157323207,,,0.0,0.0
2172,002172F,0,0,410843,0,0,2332,326,225006,0.5476690609308179,,,0.0,0.0
1978,001978F,0,0,496057,0,0,698,129,262663,0.5295016500119946,,,0.0,0.0
3101,003101F,0,0,30919,0,0,2,1,15882,0.5136647368931725,,,0.0,0.0
1520,001520F,0,0,24987,0,0,0,0,6645,0.2659382879097131,,,,
818,000818F,0,0,1346517,0,0,615,148,725790,0.5390128754408596,,,0.0,0.0
1605,001605F,0,0,23262,0,0,13,8,11251,0.4836643452841544,,,0.0,0.0
580,000580F,0,0,19177,0,0,0,0,13771,0.7180998070605413,,,,
3652,003652F,0,0,14842,0,0,3,1,4451,0.29989219781700577,,,0.0,0.0
1531,001531F,0,0,741667,0,0,127,63,418148,0.5637948027888526,,,0.0,0.0
1657,001657F,0,0,45184,0,0,5,4,19353,0.4283153328611898,,,0.0,0.0
205,000205F,0,0,2652362,0,0,4356,751,1400307,0.5279471655829785,,,0.0,0.0
3678,003678F,0,0,10315,0,0,3,2,2416,0.23422200678623364,,,0.0,0.0
2311,002311F,0,0,332537,0,0,45,18,178332,0.5362771661499321,,,0.0,0.0
1951,001951F,0,0,500419,0,0,88,32,240774,0.4811448006570494,,,0.0,0.0
2022,002022F,0,0,458211,0,0,86,33,219864,0.4798313440751095,,,0.0,0.0
2632,002632F,0,0,217630,0,0,13,7,121311,0.5574185544272389,,,0.0,0.0
14,000014F,0,0,4495563,0,0,6585,700,2410287,0.5361479752369169,,,0.0,0.0
2850,002850F,0,0,148134,0,0,13,6,91379,0.6168671608138577,,,0.0,0.0
3152,003152F,0,0,22303,0,0,8,1,17303,0.7758149127920011,,,0.0,0.0
1332,001332F,0,0,42152,0,0,1,1,11505,0.2729407857278421,,,0.0,0.0
3205,003205F,0,0,21254,0,0,0,0,12111,0.5698221511244942,,,,
1603,001603F,0,0,721394,0,0,189,47,380631,0.5276326113053338,,,0.0,0.0
3614,003614F,0,0,20688,0,0,4,4,14626,0.7069798917246713,,,0.0,0.0
1036,001036F,0,0,1118594,0,0,411,113,619157,0.5535136072605431,,,0.0,0.0
3686,003686F,0,0,8669,0,0,0,0,1602,0.1847964009689699,,,,
174,000174F,0,0,2767811,0,0,3812,548,1491961,0.5390400572871485,,,0.0,0.0
3103,003103F,0,0,85129,0,0,23,21,36101,0.4240740523205958,,,0.0,0.0
1493,001493F,1176,538,768844,10,9,2201,413,446463,0.5806938728792838,0.4574829931972789,0.007653061224489796,0.021791767554479417,0.004543389368468878
676,000676F,0,0,192860,0,0,15920,1076,93831,0.48652390334958,,,0.0,0.0
1585,001585F,0,0,700237,0,0,1539,243,365615,0.522130364433756,,,0.0,0.0
182,000182F,0,0,38071,0,0,0,0,19400,0.5095742165953088,,,,
2166,002166F,0,0,383496,0,0,712,82,191260,0.4987274965058306,,,0.0,0.0
3537,003537F,0,0,26767,0,0,8,4,17364,0.6487092315164195,,,0.0,0.0
802,000802F,0,0,16710,0,0,0,0,11033,0.6602633153800119,,,,
515,000515F,0,0,23238,0,0,0,0,14713,0.633143988295034,,,,
1164,001164F,0,0,17931,0,0,1,1,9242,0.5154202219619654,,,0.0,0.0
3407,003407F,0,0,34521,0,0,4,3,1062,0.030763882853915007,,,0.0,0.0
1594,001594F,0,0,213626,0,0,158,83,131338,0.6148034415286528,,,0.0,0.0
3306,003306F,0,0,45924,0,0,11,6,24734,0.5385854890688965,,,0.0,0.0
1549,001549F,0,0,20246,0,0,0,0,13246,0.654252691889756,,,,
1667,001667F,0,0,83606,0,0,129,1,48638,0.5817525058010191,,,0.0,0.0
730,000730F,0,0,368069,0,0,212,53,207148,0.5627966495412545,,,0.0,0.0
89,000089F,0,0,32699,0,0,0,0,21656,0.6622832502523013,,,,
2004,002004F,0,0,213903,0,0,82,34,108139,0.5055515817917468,,,0.0,0.0
1091,001091F,0,0,52750,0,0,0,0,26680,0.505781990521327,,,,
2340,002340F,0,0,22656,0,0,0,0,9216,0.4067796610169492,,,,
124,000124F,0,0,37490,0,0,1,1,22807,0.6083488930381435,,,0.0,0.0
1437,001437F,0,0,24107,0,0,0,0,12572,0.5215082756045962,,,,
38,000038F,0,0,3894489,0,0,3131,511,2001414,0.5139092702534274,,,0.0,0.0
2409,002409F,0,0,297438,0,0,33,17,144821,0.4868947478129896,,,0.0,0.0
2763,002763F,0,0,175502,0,0,98,36,101500,0.5783409875670933,,,0.0,0.0
1469,001469F,0,0,37925,0,0,381,62,30782,0.8116545814106789,,,0.0,0.0
227,000227F,0,0,1678202,0,0,648,225,908348,0.5412626132015097,,,0.0,0.0
3667,003667F,0,0,12349,0,0,1,1,5567,0.45080573325775364,,,0.0,0.0
3676,003676F,0,0,10580,0,0,0,0,5414,0.5117202268431001,,,,
1764,001764F,0,0,27125,0,0,6,4,16098,0.5934746543778802,,,0.0,0.0
1290,001290F,0,0,316020,0,0,343,34,209843,0.6640181001202455,,,0.0,0.0
409,000409F,0,0,68048,0,0,59,6,37991,0.558297084411004,,,0.0,0.0
707,000707F,0,0,1399324,0,0,8418,1873,684327,0.4890411370061544,,,0.0,0.0
2991,002991F,0,0,106768,0,0,75,24,60626,0.5678293121534542,,,0.0,0.0
1930,001930F,0,0,24598,0,0,1,1,17502,0.7115212618912107,,,0.0,0.0
2723,002723F,0,0,186694,0,0,359,38,89284,0.4782371152795484,,,0.0,0.0
3303,003303F,0,0,46299,0,0,95,46,25069,0.5414587788073176,,,0.0,0.0
1508,001508F,0,0,512010,0,0,4946,445,268505,0.5244135856721548,,,0.0,0.0
1706,001706F,0,0,308374,0,0,1184,196,157790,0.5116838643984253,,,0.0,0.0
1869,001869F,0,0,395443,0,0,168,64,225697,0.5707447090984036,,,0.0,0.0
221,000221F,0,0,869729,0,0,3784,202,496268,0.570600727353003,,,0.0,0.0
2854,002854F,0,0,147135,0,0,136,80,84679,0.5755190811159819,,,0.0,0.0
1423,001423F,0,0,21530,0,0,110,25,15614,0.7252206223873665,,,0.0,0.0
2636,002636F,0,0,94014,0,0,259,51,57526,0.6118875912098198,,,0.0,0.0
2494,002494F,0,0,261661,0,0,60,38,140644,0.5375046338583128,,,0.0,0.0
2692,002692F,0,0,151236,0,0,11,9,73799,0.4879724404242376,,,0.0,0.0
51,000051F,0,0,479050,0,0,877,239,274877,0.5737960546915771,,,0.0,0.0
312,000312F,1974,1974,2212037,274,39,4104,692,1266259,0.5724402439923021,1.0,0.019756838905775075,0.05635838150289017,0.06676413255360623
892,000892F,0,0,1226773,0,0,2644,366,689955,0.5624145624333108,,,0.0,0.0
509,000509F,0,0,27426,0,0,0,0,14331,0.5225333625027346,,,,
1168,001168F,0,0,1009096,0,0,98,67,499419,0.49491723284999645,,,0.0,0.0
2050,002050F,0,0,436833,0,0,88,48,220265,0.5042315942247952,,,0.0,0.0
2362,002362F,0,0,10960,0,0,0,0,6646,0.6063868613138687,,,,
3219,003219F,0,0,62720,0,0,1,1,39628,0.6318239795918368,,,0.0,0.0
3543,003543F,0,0,26632,0,0,1,1,12480,0.4686091919495344,,,0.0,0.0
1104,001104F,0,0,188439,0,0,944,216,92338,0.4900153365280011,,,0.0,0.0
3483,003483F,0,0,29371,0,0,1,1,20811,0.7085560586973545,,,0.0,0.0
3622,003622F,0,0,19935,0,0,0,0,11681,0.5859543516428393,,,,
110,000110F,0,0,3187733,0,0,4343,442,1687733,0.529446161268839,,,0.0,0.0
45,000045F,0,0,3816039,0,0,1331,256,1996720,0.5232441282701775,,,0.0,0.0
1723,001723F,0,0,25455,0,0,0,0,15125,0.5941858181103908,,,,
1214,001214F,0,0,964237,0,0,1918,380,573674,0.5949512412404834,,,0.0,0.0
762,000762F,1947,1537,1396837,1,1,1636,435,704414,0.5042921973000429,0.7894196199280945,0.0005136106831022085,0.0022988505747126436,0.0006112469437652812
1591,001591F,0,0,701063,0,0,113,25,375946,0.5362513782641503,,,0.0,0.0
1917,001917F,0,0,22867,0,0,0,0,14829,0.6484890890803341,,,,
2701,002701F,0,0,192842,0,0,145,84,105040,0.5446946204664959,,,0.0,0.0
2569,002569F,0,0,52362,0,0,41,2,27508,0.5253428058515718,,,0.0,0.0
1199,001199F,0,0,76835,0,0,8,5,38750,0.5043274549359016,,,0.0,0.0
1729,001729F,0,0,14209,0,0,1,1,5890,0.4145260046449433,,,0.0,0.0
1461,001461F,0,0,779856,0,0,162,84,345349,0.44283688270655097,,,0.0,0.0
1713,001713F,0,0,622030,0,0,155,93,321801,0.5173399996784721,,,0.0,0.0
1808,001808F,0,0,574916,0,0,96,40,326972,0.5687300405624474,,,0.0,0.0
2913,002913F,0,0,29651,0,0,2,2,10701,0.3608984519915011,,,0.0,0.0
687,000687F,2142,610,27400,2,2,2,2,16360,0.5970802919708029,0.28478057889822594,0.0009337068160597573,1.0,1.0
765,000765F,0,0,1398983,0,0,231,108,705552,0.5043320755148561,,,0.0,0.0
478,000478F,3233,2277,1834670,0,0,14146,947,996519,0.5431598053055863,0.7042994123105475,0.0,0.0,0.0
2117,002117F,0,0,114455,0,0,4,4,68616,0.5995019876807479,,,0.0,0.0
2320,002320F,0,0,173288,0,0,98,27,100540,0.5801902035917086,,,0.0,0.0
1547,001547F,0,0,404034,0,0,238,73,190007,0.4702747788552449,,,0.0,0.0
147,000147F,0,0,2879629,0,0,11059,1008,1549377,0.5380474359717866,,,0.0,0.0
2099,002099F,0,0,17806,0,0,0,0,7385,0.41474783780748065,,,,
1140,001140F,0,0,1025803,0,0,396,160,547407,0.5336375502898705,,,0.0,0.0
1230,001230F,0,0,16511,0,0,0,0,9597,0.5812488643934347,,,,
3238,003238F,0,0,24764,0,0,21,10,16673,0.6732757228234534,,,0.0,0.0
1611,001611F,0,0,672319,0,0,86,31,314707,0.4680917838109588,,,0.0,0.0
1132,001132F,0,0,22742,0,0,2,1,13265,0.5832820332424589,,,0.0,0.0
1017,001017F,0,0,160103,0,0,28,17,75686,0.47273317801665177,,,0.0,0.0
514,000514F,0,0,1761520,0,0,998,143,852488,0.4839502248058495,,,0.0,0.0
2832,002832F,0,0,68283,0,0,12,9,37621,0.5509570464097945,,,0.0,0.0
611,000611F,0,0,839033,0,0,194,102,425759,0.5074401126058212,,,0.0,0.0
1138,001138F,0,0,27635,0,0,2,1,11659,0.42189252759182194,,,0.0,0.0
982,000982F,0,0,1184988,0,0,918,187,682379,0.5758530888076504,,,0.0,0.0
498,000498F,0,0,5018,0,0,0,0,1653,0.3294141092068553,,,,
175,000175F,0,0,30374,0,0,0,0,17264,0.5683808520445117,,,,
1456,001456F,0,0,27457,0,0,7,6,17723,0.6454820264413447,,,0.0,0.0
583,000583F,0,0,21471,0,0,1,1,13401,0.6241441944949001,,,0.0,0.0
2186,002186F,0,0,51307,0,0,0,0,25454,0.4961116416863196,,,,
2450,002450F,0,0,276530,0,0,95,27,150820,0.5454019455393628,,,0.0,0.0
3269,003269F,0,0,50863,0,0,197,23,26176,0.5146373591805438,,,0.0,0.0
939,000939F,0,0,476944,0,0,60,47,262778,0.5509619577979805,,,0.0,0.0
3527,003527F,0,0,27066,0,0,0,0,13787,0.509384467597724,,,,
116,000116F,4074,2314,3163697,2,1,1010,294,1827343,0.5775973489243755,0.5679921453117329,0.0002454590083456063,0.003401360544217687,0.0019801980198019802
1204,001204F,0,0,747795,0,0,497,71,403893,0.5401119290714701,,,0.0,0.0
2849,002849F,0,0,148195,0,0,47,22,77630,0.5238368366004251,,,0.0,0.0
2317,002317F,0,0,330548,0,0,88,48,169355,0.512346164550988,,,0.0,0.0
2075,002075F,0,0,438706,0,0,17,11,251484,0.5732403933385912,,,0.0,0.0
1047,001047F,0,0,334307,0,0,34,15,188992,0.5653246865904692,,,0.0,0.0
607,000607F,1947,1480,1611748,0,0,67025,443,839781,0.5210374078329862,0.7601438109912686,0.0,0.0,0.0
278,000278F,723,465,2333523,0,0,7129,1298,1210126,0.5185832751594907,0.6431535269709544,0.0,0.0,0.0
3065,003065F,0,0,50535,0,0,7,5,27486,0.543900267141585,,,0.0,0.0
2036,002036F,0,0,367497,0,0,323,114,200487,0.5455473105902905,,,0.0,0.0
1818,001818F,0,0,572876,0,0,132,68,277731,0.4848012484377073,,,0.0,0.0
908,000908F,0,0,1258003,0,0,4890,483,710829,0.5650455523555985,,,0.0,0.0
1884,001884F,0,0,534697,0,0,107,49,281925,0.5272612339324889,,,0.0,0.0
2799,002799F,0,0,29139,0,0,0,0,16534,0.56741823672741,,,,
757,000757F,0,0,983060,0,0,1323,238,567201,0.576974955750412,,,0.0,0.0
1824,001824F,0,0,567525,0,0,710,173,354264,0.6242262455398441,,,0.0,0.0
1959,001959F,0,0,266540,0,0,252,66,148679,0.5578112103249043,,,0.0,0.0
2413,002413F,0,0,293755,0,0,85,33,139285,0.4741536314275502,,,0.0,0.0
128,000128F,0,0,28826,0,0,2,2,21528,0.7468257822798862,,,0.0,0.0
2998,002998F,0,0,23903,0,0,1,1,20571,0.8606032715558717,,,0.0,0.0
1219,001219F,0,0,34056,0,0,2,2,23038,0.6764740427531125,,,0.0,0.0
77,000077F,0,0,3357198,0,0,6536,581,1721817,0.5128732353587724,,,0.0,0.0
80,000080F,0,0,3282520,0,0,14496,1270,1754032,0.5343553123819504,,,0.0,0.0
2076,002076F,0,0,430411,0,0,133,28,230744,0.5361015401558046,,,0.0,0.0
1996,001996F,0,0,14955,0,0,5,2,9693,0.6481444332998997,,,0.0,0.0
789,000789F,0,0,25750,0,0,0,0,19227,0.7466796116504855,,,,
2884,002884F,0,0,141029,0,0,1175,81,81394,0.5771437080316815,,,0.0,0.0
390,000390F,0,0,2017323,0,0,1166,261,1084116,0.5374032814774827,,,0.0,0.0
1415,001415F,0,0,837820,0,0,38542,1366,515912,0.6157790456183906,,,0.0,0.0
2675,002675F,0,0,200360,0,0,26263,266,141245,0.7049560790576962,,,0.0,0.0
3386,003386F,0,0,35686,0,0,0,0,21225,0.5947710586784734,,,,
3346,003346F,0,0,13914,0,0,6,2,8919,0.6410090556274256,,,0.0,0.0
800,000800F,0,0,623275,0,0,2222,423,344853,0.5532918856042678,,,0.0,0.0
849,000849F,0,0,1245889,0,0,2341,232,688508,0.5526238693816223,,,0.0,0.0
2468,002468F,0,0,273141,0,0,20,15,142996,0.5235244800304605,,,0.0,0.0
1397,001397F,0,0,34142,0,0,4,1,20984,0.6146095717884131,,,0.0,0.0
1958,001958F,0,0,24749,0,0,10,2,12279,0.49614125823265587,,,0.0,0.0
